FID,Presubmission_ID,Project_Name,Date_Received,Meeting_Date,Meeting_Time,Meeting_Location_Place,Meeting_Location_Address,Meeting_Location_City,Meeting_Location_Zip,Proposed_Units,Proposed_Acres,Sign_Code,Sign_Year,locationDescription,TaxMap_Parcel,Zoning,Coordinates,geom
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4221,628,Cedar Village Subdivision,2006-09-06,2006-10-02,6:00 pm,Miller Library,9421 Frederick Road,Ellicott City,21042,4,0.989,,,S SIDE OF CLARKSVILLE PK 400' E OF CEDAR LN,"[TaxMap 29 Parcel 30],[TaxMap 29 Parcel 348]",R-SC,"(39.2341,-76.8892)",POINT (1343708.809672352 570871.4819961917)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4220,645,Turf Valley Grove Subdivision,2006-09-06,2006-10-02,7:30 PM,Miller Library,9421 Frederick Rd,Ellicott City,21042,3,1.73,,,NORTH SIDE OF US RT 40 500' W OF PEBBLE BEACH DR,[TaxMap 16 Parcel 62],R-20,"(39.2841,-76.8758)",POINT (1347508.7173203528 589049.304533191)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-421f,621,Ashwell Property  -  CONDITIONAL USE,2006-08-17,2006-09-21,6:00 pm,(On Site),15898 Union Chapel Road,Woodbine,21794,,,,,"NORTH OF UNION CHAPEL ROAD, ABOUT 450' EAST OF DAISY ROAD",[TaxMap 13 Parcel 143],B-2,"(39.295,-77.0666)",POINT (1293435.1359263547 593001.0999501925)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-421e,608,Willis Property,2006-07-25,2006-09-13,6:00 pm,(On Site),9537 Glen Oaks Lane,Columbia,21046,11,1.55,,,SOUTHEAST OF GUILFORD ROAD AND GLEN OAKS LANE,"[TaxMap 42 Parcel 70],[TaxMap 42 Parcel 72]",R-SA-8,"(39.1628,-76.8295)",POINT (1360635.5164283514 544925.7104481924)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-421d,625,Rose Meadow Subdivision,2006-08-25,2006-09-12,7:00 pm,Savage Library,9525 Durness Lane,Laurel,20723,4,2.06,,,TERMINUS OF ROSE LN,[TaxMap 42 Parcel 133],R-12,"(39.152,-76.8168)",POINT (1364236.1896583512 541006.2799701914)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-421c,647,Carroll Ziegler - Dorsch Farm Rd & Castlebridge Rd,2006-08-21,2006-09-11,6:00 PM,Kahler Hall,5440 Old Tucker Row,Columbia,21044,7,75,,,TERMINUS OF DORSCH FARM RD,[TaxMap 23 Parcel 71],RC-DEO,"(39.2515,-76.9001)",POINT (1340635.5550083518 577191.7363761906)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-421b,620,"Bers Property, Lots 1&2",2006-08-09,2006-09-06,7:00 pm,Savage Library,9525 Durness Lane,Laurel,20723,2,0.6299,,,NE SIDE HOWARD ST N OF STORCH WOODS DR,[TaxMap 47 Parcel 524],R-SC,"(39.1371,-76.8155)",POINT (1364610.8523903526 535575.1522851903)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-421a,610,Kummer Property,2006-07-25,2006-08-30,6:00 pm,(On Site),2740 Miller's Way Drive,Ellicott City,21043,3,1.98,,,E SIDE MILLERS WAY DR,"[TaxMap 17 Parcel 47],[TaxMap 18 Parcel 47]",R-20,"(39.3051,-76.8092)",POINT (1366395.1765663512 596667.0656811912)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4219,619,Trotter Road Property,2006-08-08,2006-08-29,6:00 pm,Claret Hall,6020 Daybreak Circle,Clarksville,21029,4,2.3,,,W SIDE OF TROTTER RD N OF SUMMER SUNRISE DR,[TaxMap 35 Parcel 157],R-ED,"(39.1987,-76.9227)",POINT (1334208.4737403505 557978.2357911933)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4218,617,Ochoa Estates,2006-08-03,2006-08-24,7:00 pm,(On Site),9241 Coleman Thomas Road,Columbia,21046,4,1.12,,,S SIDE OF COLEMAN THOMAS RD. W OF OAKLAND MILLS RD,[TaxMap 42 Parcel 48],R-12,"(39.1686,-76.8325)",POINT (1359783.8813983537 547030.8860871922)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4217,618,Elkhorn Overlook - CONDITIONAL USE,2006-08-07,2006-08-21,6:00 pm,(On Site),8898 Old Montgomery Road,Columbia,21045,4,1.2,,,TERMINUS OF OLD MONTGOMERY ROAD,[TaxMap 36 Parcel 246],R-12,"(39.2014,-76.8201)",POINT (1363302.0834823512 558959.729840193)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4216,605,Ruben Property,2006-07-18,2006-08-17,6:30 pm,(On Site),13835 Burntwoods Road,Glenelg,21737,2,6.15,,,S SIDE OF BURNTWOODS RD 2290' W OF RT 32,[TaxMap 22 Parcel 532],RR-DEO,"(39.2731,-76.9958)",POINT (1313496.5964483507 585040.0522581916)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4215,616,Harry H. Witzke's Funeral Home - CONDITIONAL USE,2006-07-28,2006-08-16,6:00 pm,(On Site) Inside Funeral Home,4112 Old Columbia Pike,Ellicott City,21043,,,,,,[TaxMap 24 Parcel 282],R-20,"(39.2576,-76.8192)",POINT (1363542.6951763518 579394.7341341916)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4214,615,Lois Peters-GroupHome-CONDITIONAL USE,2006-07-28,2006-08-15,7:30 PM,(On Site),6636 Cedar Lane,Columbia,21044,,,,,"WEST SIDE OF CEDAR LANE, ABOUT 1100' NORTH OF GRACE DRIVE",[TaxMap 35 Parcel 154],R-20,"(39.1912,-76.8937)",POINT (1342447.3695663512 555271.5813981928)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4213,612,Kent & Deborah Humphries-2 fam.Dwelling - COND USE,2006-07-27,2006-08-14,6:00 pm,"Reese & Carney, LLP","10715 Charter Drive, Suite 200",Columbia,21044,,,,,"SOUTH OF FOXSPUR COURT, ABOUT 150' EAST OF FARSIDE ROAD",[TaxMap 23 Parcel 126],RC-DEO,"(39.2463,-76.9148)",POINT (1336456.733538352 575311.6607061904)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4212,609,Dohler Property,2006-07-24,2006-08-11,7:00 pm,(On Site),10165 Green Clover,Ellicott City,32042,2,1.75,,,,[TaxMap 17 Parcel 565],R-20,"(39.3093,-76.8609)",POINT (1351732.6003443524 598222.4010081924)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4211,611,Daniel Myung -2 Family Dwelling - CONDITIONAL USE,2006-07-27,2006-08-10,6:00 pm,(On Site),12020 Old Frederick Road,Marriottsville,21104,,,,,,[TaxMap 10 Parcel 19],RR-DEO,"(39.3237,-76.9284)",POINT (1332596.7438183539 603456.0662001912)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4210,606,Jun Property,2006-07-21,2006-08-09,7:00 pm,(On Site),6241 Hanover Road,Hanover,21076,4,1.45,,,,"[TaxMap 38 Parcel 260],[TaxMap 38 Parcel 665]",R-12,"(39.1986,-76.7212)",POINT (1391316.4831763506 557956.0530801918)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-420f,607,Quito Property,2006-07-24,2006-08-08,6:00 pm,(On Site),6461 Euclid Avenue,Elkridge,21075,2,0.37,,,,[TaxMap 38 Parcel 873],,"(39.1905,-76.7419)",POINT (1385457.3475323506 555027.2079261914)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-420e,604,Meriweather,2006-07-18,2006-08-08,6:30 pm,(On Site),14944 Roxbury Road,Glenelg,21737,74,243.76,,,W SIDE ROXBURY RD S OF DORSEY MILL RD,[TaxMap 21 Parcel 24],RC-DEO,"(39.258,-77.0413)",POINT (1300603.3238843493 579543.1037421916)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-420d,603,Rymac Subdivision,2006-07-11,2006-07-31,6:00 pm,Miller Library,9421 Frederick Road,Ellicott City,21042,3,1.83,,,N SIDE CHURCH LANE RD 500' W OF ROCKY GLEN WAY,[TaxMap 18 Parcel 206],R-ED,"(39.2963,-76.8063)",POINT (1367202.8836663514 593500.3927731924)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-420c,613,Casecaresan Property,2006-07-06,2006-07-25,7:00 PM,(On Site),6301 Old Washington Road,Elkridge,21075,1,0.25,,,SE SIDE OLD WASHINGTON RD OPPOSITE MONTGOMERY RD,[TaxMap 38 Parcel 196],R-12,"(39.2053,-76.726)",POINT (1389955.5675643496 560407.4244711921)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-420b,602,Blough Property,2006-07-06,2006-07-25,6:00 PM,Emerson Community Center,8400 Upper Sky Way,Laurel,20723,4,1.67,,,N SIDE WHISKEY BOTTOM RD W OF PROMISE CT,[TaxMap 47 Parcel 477],R-SC,"(39.1269,-76.8498)",POINT (1354882.941440355 531864.4574811906)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-420a,598,"Wake Forest,,  LOTS 1-3",2006-06-28,2006-07-21,6:30 PM,(On Site),12310 Wake Forest Rd,Clarksville,21029,3,1,,,NE SIDE WAKE FOREST RD OPPOSITE THOMPSON DR,[TaxMap 34 Parcel 204],R-12,"(39.2043,-76.9396)",POINT (1329441.3014143482 560017.5905991904)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4209,599,Landscape Contractor - CONDITIONAL USE,2006-06-29,2006-07-19,6:00 PM,Lisbon Volunteer Fire Company,1330 Woodbine Rd,Woodbine,21797,,,,,A THOUSAND FT.  W. OF THE INTER. OF JENNINGS CHAPEL RD & HIPSLEY MILL RD,"[TaxMap 13 Parcel 40],[TaxMap 20 Parcel 40]",RC-DEO,"(39.2835,-77.0937)",POINT (1285747.4647703506 588823.4772621915)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4208,635,Atholton Swim Club - CONDITIONAL USE,2006-07-03,2006-07-18,7:30 p.m., (on site),Groveleigh Drive,Simpsonville,21150,,,,,GROVELEIGH DRIVE,[TaxMap 36 Parcel 285],R-20,"(39.1851,-76.8592)",POINT (1352203.904522352 553060.5833181906)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4207,600,Atholton Swim Club - CONDITIONAL USE,2006-07-03,2006-07-18,7:30 PM,(On Site),Seneca  Drive,Simpsonville,21150,,,,,TERMINUS OF WESLEIGH DR,"[TaxMap 36 Parcel 285],[TaxMap 42 Parcel 285]",R-20,"(39.1851,-76.8592)",POINT (1352203.904522352 553060.5833181906)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4206,595,Delawder Property,2006-06-19,2006-07-06,6:30 PM,Linden Hall,4765 Dorsey Hall,Ellicott City,21042,1,2.62,,,E & W OF WOODLAND RD 650' N OF CLARKSVILLE PIKE,[TaxMap 30 Parcel 42],R-20,"(39.2412,-76.8488)",POINT (1355165.4972223528 573463.2226731908)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4205,594,Woodland Road Property  Lots 3 & 4,2006-06-13,2006-07-05,6:00 PM,Miller Library,9421 Frederick Road,Ellicott City,21042,2,0.91,,,W SIDE WOODLAND RD 1100' S OF OLD ANNAPOLIS RD,[TaxMap 30 Parcel 189],R-20,"(39.2422,-76.8486)",POINT (1355215.3766783513 573793.7814321909)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4204,597,Sticker Property,2006-06-21,2006-07-05,6:00 PM,on-site,8300 Church Lane Drive,Ellicott City,21043,3,2.345,,,NORTH SIDE OF CHURCH LANE RD 600' E OF CHESTNUT FARM LN,[TaxMap 18 Parcel 32],R-20,"(39.2961,-76.7999)",POINT (1369030.56896035 593403.661607191)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4203,593,Pessin Property,2006-06-09,2006-06-28,6:15 PM,Community Room of Emerson Club,8400 Upper Sky Way,Laurel,20723,20,5.9,,,N OF SKYLARK BLVD E OF WINTER SUN RD,[TaxMap 47 Parcel 5],R-SC,"(39.1422,-76.8552)",POINT (1353350.5651983507 537458.137163192)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4202,588,Route 1 Cont. Group LLC (ZONING CHANGE REQUEST),2006-05-25,2006-06-20,6:00 pm,Offices of W.F. Wilson,7521 Cemetery Land,Elkridge,21075,,,,,WEST SIDE OF US RT 1 SOUTH SIDE OF CEMETERY LN,[TaxMap 43 Parcel 599],"CAC-CLI,CE-CLI","(39.1809,-76.7721)",POINT (1376884.8828443512 551515.430219192)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4201,589,"Sauter Property, Lots 3 & 4",2006-05-31,2006-06-16,6:30 PM,(On Site),8431 Old Frederick Road,Ellicott City,21043,2,3.16,,,SE SIDE OF OLD FREDERICK RD 300' N OF ROLLING RIDGE CT,[TaxMap 18 Parcel 313],R-20,"(39.3061,-76.8028)",POINT (1368196.2216963507 597045.990023192)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4200,590,12402 Lime Kiln Road,2006-06-01,2006-06-15,6:00 PM,(On Site),12402 Lime Kiln Road,Fulton,20759,10,27.6,,,N SIDE OF LIME KILN RD OPPOSITE RESERVOIR RD,"[TaxMap 40 Parcel 24],[TaxMap 45 Parcel 24]",RR-DEO,"(39.1503,-76.9392)",POINT (1329531.4245223515 540382.982156191)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41ff,585,Marshalee Woods Ltd Ptnrsp-Adult Hsng.- (COND USE),2006-05-22,2006-06-15,6:00 PM,Elkridge Public Library,6540 Washington Boulevard,Elkridge,21075,,,,,S SIDE MONTGOMERY RD W OF MARSHALEE DR,"[TaxMap 37 Parcel 320],[TaxMap 37 Parcel 354],[TaxMap 37 Parcel 682],[TaxMap 37 Parcel 699]","R-12,R-20","(39.2099,-76.7571)",POINT (1381135.972844351 562074.7643061914)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41fe,785,12402 Lime Kiln Road,2006-06-01,2006-06-15,6:00pm,(On Site),12402 Lime Kiln Road,Fulton,21759,10,27.6,,,N SIDE OF LIME KILN RD OPPOSITE RESERVOIR RD_,"[TaxMap 40 Parcel 24],[TaxMap 45 Parcel 24]",RR-DEO,"(39.1504,-76.9381)",POINT (1329862.1593243517 540440.4390141908)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41fd,577,Hammonds Promise Overlook,2006-04-24,2006-06-13,7:00 PM,Savage Library,9525 Durness Lane,Savage,,15,3.86,,,E SIDE STEPHENS RD OPPOSITE BOUNDLESS SHADE TERR,"[TaxMap 47 Parcel 137],[TaxMap 47 Parcel 549],[TaxMap 47 Parcel 552]",R-SC,"(39.1288,-76.8444)",POINT (1356418.435148351 532565.2129581906)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41fc,596,Bluestream,2006-05-25,2006-06-08,6:00 PM,(On Site),North side of Route1 east of Port Capital Center,Elkridge,21075,1382,75,,,BLUE STREAM DR EAST SIDE OF US RT 1,"[TaxMap 37 Parcel 5],[TaxMap 43 Parcel 14],[TaxMap 43 Parcel 5],[TaxMap 43 Parcel 558]",CAC-CLI,"(39.1809,-76.7753)",POINT (1375986.4858243503 551522.7032391913)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41fb,586,Rivercrest Subdivision,2006-05-23,2006-06-07,7:00 PM,(On Site),4335 Roxbury Mill Road,Brookeville,20833,2,2.29,,,TERMINUS OF RIVERCREST DR,[TaxMap 21 Parcel 270],RC-DEO,"(39.2552,-77.0465)",POINT (1299143.2161723524 578548.1546061933)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41fa,584,Garden Design Build Group - CONDITIONAL USE,2006-05-16,2006-06-01,6:00 PM,Adjacent to rear of residence,14697 Roxbury Road,Glenelg,21737,,,,,ROXBURY ROAD,[TaxMap 21 Parcel 60],,"(39.2534,-77.0235)",POINT (1305640.2987223528 577872.1273971908)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41f9,578,Normandy Oaks,2006-04-28,2006-05-30,7:00 PM,Miller Library,9421 Frederick Rd,Ellicott City,21043,7,4.11,,,E SIDE ROSEMAR DR S OF HIGH RIDGE RD,[TaxMap 18 Parcel 51],R-20,"(39.2917,-76.8027)",POINT (1368228.2465743534 591806.870066192)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41f8,582,Cold Spring,2006-05-08,2006-05-23,6:00 PM,on-site,Corner of Mary Lane and Jones Road,Jessup,20794,5,1.48,,,SW QUADRANT OF JONES RD & MARY LN,[TaxMap 47 Parcel 942],R-12,"(39.1507,-76.8128)",POINT (1365375.1983723529 540522.9877911918)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41f7,573,Harmony All Saints LLC,2008-04-17,2006-05-22,5:30 PM,(On Site),9410 All Saints Road,Laurel,20723,5,1.87,,,W SIDE ALL SAINTS RD OPPOSITE HARVEST WAY,[TaxMap 50 Parcel 485],R-SC,"(39.1151,-76.8567)",POINT (1352909.8688683547 527577.3758421913)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41f6,581,Proposed Tenant House - COND USE,2006-05-03,2006-05-21,2:00 P.M.,,11300 Barley Field Way,Marriottsville,21104,,,,,"NORTH OF BARLEY FIELD WAY, WEST OF MARRIOTTSVILLE ROAD",[TaxMap 10 Parcel 27],RC-DEO,"(39.3293,-76.9026)",POINT (1339902.3836863488 605475.4202031922)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41f5,580,Garden Design Build Group - - COND USE,2006-05-02,2006-05-18,6:00 PM,Adjacent to rear of residence,14687 Roxbury Road,Glenelg,21737,,,,,ROXBURY ROAD,[TaxMap 21 Parcel 60],,"(39.2534,-77.0235)",POINT (1305640.2987223528 577872.1273971908)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41f4,574,Harwood Park,2006-04-19,2006-05-08,6:00 PM,(On Site),6397 Woodburn Avenue,Elkridge,21075,3,0.34,,,,"[TaxMap 38 Parcel 873],[TaxMap 38 Parcel 992]",R-12,"(39.1931,-76.7396)",POINT (1386120.5175723508 555944.3357481919)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41f3,576,Chapel Valley Landscape Company (CONDITIONAL USE),2006-04-21,2006-05-08,6:00 PM,(On Site),3275 Jennings Chapel Road,Woodbine,21797,,,,,,"[TaxMap 13 Parcel 111],[TaxMap 13 Parcel 120],[TaxMap 13 Parcel 28]",RC-DEO,"(39.2836,-77.0849)",POINT (1288252.7738103531 588870.7518921923)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41f2,575,"Nordau, Section G",2006-04-20,2006-05-08,6:00 PM,Julian Café/Holiday Inn,7900 Washington Blvd.,Jessup,20794,2,0.59,,,MISSION RD,[TaxMap 42 Parcel 237],R-12,"(39.1584,-76.8136)",POINT (1365138.2718396448 543335.2945060898)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41f1,568,Morgan's Landing,2006-04-10,2006-05-03,6:00 PM,Savage Library - Media Room,9525 Durness Lane,Laurel,20723,14,3.51,,,TERMINUS OF HARMONY LN,[TaxMap 47 Parcel 960],R-SC,"(39.1239,-76.8366)",POINT (1358610.8639643528 530797.1417961922)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41f0,572,BS Land Property,2006-04-17,2006-05-02,6:00 PM,(On Site),8034 Harriett Tubman Lane,Simpsonville,21047,4,3,,,S SIDE HARRIET TUBMAN LN W OF FREETOWN RD,"[TaxMap 35 Parcel 153],[TaxMap 35 Parcel 256]",R-SA-8,"(39.1851,-76.8812)",POINT (1345975.4908603542 553028.945681192)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41ef,571,Route One Temporary Mobile Home Park,2006-04-17,2006-05-02,6:00 PM,Elkridge Library,6540 Washington Blvd.,Elkridge,21075,51,7.38,,,EAST SIDE OF US RT 1 SOUTH OF FLEMING ST,"[TaxMap 43 Parcel 219],[TaxMap 43 Parcel 541]",CE-CLI,"(39.1614,-76.7923)",POINT (1371160.6484563537 544442.054618191)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41ee,569,Gill East,2006-04-10,2006-04-26,6:00 PM,(On Site),11825 Clarksville Pike,Clarksville,21029,2,1,,,S SIDE CLARKSVILLE PIKE 400' SW OF LINDEN CHAPEL RD,[TaxMap 29 Parcel 116],R-20,"(39.2239,-76.9233)",POINT (1334036.1628923528 567158.2416351903)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41ed,570,Burja Property,2006-04-11,2006-04-25,6:00 PM,(On Site),8900 Old Frederick Road,Ellicott City,21043,2,1.47,,,SW QUADRANT ROGERS AVE & ORCHARD AVE,[TaxMap 17 Parcel 643],R-20,"(39.3014,-76.8191)",POINT (1363564.517438352 595331.0119071901)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41ec,567,Zoning Change (R-ED to CAC) ZONING BOARD,2006-04-10,2006-04-24,6:00 PM,Patapsco Manor,5695 Main Street,Elkridge,21075,,,,,"NORTHEAST OF MONTGOMERY ROAD, ABOUT 800' NORTH OF WASHINGTON BOULEVARD",[TaxMap 38 Parcel 655],R-ED,"(39.21,-76.7284)",POINT (1389291.2639003545 562086.764789192)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41eb,566,Guilford Estates,2006-04-05,2006-04-21,6:00 PM,(On Site),8501 Guilford Road,Columbia,21046,7,2.6,,,N SIDE GUILFORD RD OPPOSITE KINDLER RD,"[TaxMap 42 Parcel 250],[TaxMap 42 Parcel 251],[TaxMap 42 Parcel 61]",R-12,"(39.1735,-76.8677)",POINT (1349804.5893263519 548836.4133021925)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41ea,564,Art Gallery - CONDITIONAL USE,2006-03-29,2006-04-17,6:00 PM,Glenwood Branch Library,2350 Rt 97,Cooksville,21723,,,,,N SIDE OF RT 144,[TaxMap 8 Parcel 107],RC-DEO,"(39.3181,-77.0092)",POINT (1309704.3407623544 601409.0747211911)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41e9,562,Rau Property,2006-03-21,2006-04-11,6:00 PM,(On Site),9780 Old Annapolis Road,Ellicott City,21042,5,3.8,,,NE SIDE OLD ANNAPOLIS RD 500' N OF BRIARCLIFFE LN,"[TaxMap 24 Parcel 112],[TaxMap 30 Parcel 112]",R-20,"(39.2502,-76.8493)",POINT (1355029.7457483523 576730.2632571906)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41e8,563,3001 Chestnut Hill Drive,2006-03-24,2006-04-11,6:00 PM,(On Site),3001 Chestnut Hill Dr,Ellicott City,21043,2,1.16,,,SE QUADRANT CHESTNUT HILL DR & FOREST HILL DR,[TaxMap 18 Parcel 354],R-20,"(39.2891,-76.7927)",POINT (1371057.7720783502 590866.104929192)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41e7,560,Zoning Change (R-20 to B-1) ZONING BOARD,2006-03-22,2006-04-07,6:00 PM,Kiwanis-Wallis Building,3300 Norbet's Way,Ellicott City,21042,,,,,SOUTH OF RT. 144 ABOUT 800 W. OF COVENTRY CT.,[TaxMap 23 Parcel 99],R-20,"(39.2816,-76.8757)",POINT (1347546.9771303535 588138.7224291917)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41e6,559,Bonnie Branch Point,2006-03-09,2006-04-05,6:00 PM,Village Crest Community Center  (next to pool),8010 Village Crest Drive,Ellicott City,21043,4,5.83,,,W SIDE OF BONNIE BRANCH RD S OF COLLEGE AVE,[TaxMap 31 Parcel 399],R-20,"(39.2456,-76.7761)",POINT (1375765.9959563538 575052.3775431924)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41e5,579,Sidehill Road Property,2006-02-23,2006-03-30,6:00 PM,Miller Branch Library,9421 Frederick Road,Ellicott City,21042,1,3.749,,,TERMINUS OF SIDEHILL RD,[TaxMap 24 Parcel 246],R-20,"(39.2705,-76.8198)",POINT (1363389.0891243517 584099.2871211916)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41e4,556,Davis Property,2006-03-07,2006-03-25,9:00 AM,(On Site),3075 Route 32,West Friendship,21794,11,23.66,,,E SIDE RT 32 N OF ROSEMARY LN,[TaxMap 15 Parcel 36],RR-DEO,"(39.2849,-76.9597)",POINT (1323726.702830352 589338.0434271917)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41e3,558,Kogan Trust Property,2006-03-09,2006-03-23,6:00 PM,(On Site),1850 Florence Road (meet @ mailbox),Mt Airy,21771,5,20,,,W SIDE FLORENCE RD 1000' N OF LOG HOUSE CT,[TaxMap 6 Parcel 247],RC-DEO,"(39.318,-77.1451)",POINT (1271182.096806351 601393.4377281908)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41e2,555,Rau Property,2006-02-28,2006-03-20,6:00 PM,(On Site),9780 Old Annapolis Road,Ellicott City,21042,4,3.8,,,,[TaxMap 30 Parcel 112],R-20,"(39.2502,-76.8493)",POINT (1355029.7457483523 576730.2632571906)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41e1,539,Stonehouse Overlook,2006-01-20,2006-03-09,7:00 PM,Miller Library,9421 Frederick Rd,Ellicott City,21042,8,2,,,S SIDE STONEHOUSE DR E OF PATAPSCO VALLEY DR,[TaxMap 17 Parcel 547],R-SC,"(39.3013,-76.8164)",POINT (1364352.1027123518 595311.3747531902)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41e0,552,Seventh Day Adventists - Church Activity- COND USE,2006-02-16,2006-03-06,7:00 PM,,6600 Martin Road,Columbia,21044,,,,,"WEST SIDE OF LEISHEAR ROAD, NORTH OF SCAGGSVILLE ROAD",[TaxMap 46 Parcel 18],R-20,"(39.2843,-76.8628)",POINT (1351194.6957563497 589118.3982231915)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41df,557,Guillory Lot Subdivision,2006-02-17,2006-03-04,9:30 AM,Savage Branch Library,9525 Durness Lane,Laurel,20723,2,0.493,,,S SIDE GORMAN RD 250' W OF FALLING WATERS CT,[TaxMap 47 Parcel 347],R-SC,"(39.1333,-76.8412)",POINT (1357323.3505063504 534224.5524711926)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-41de,551,Eastover Glen,2006-02-13,2006-03-01,7:00 PM,Savage Library,9525 Durness Lane,Laurel,20723,58,7.51,M10,2008,N SIDE GORMAN RD W OF HORSHAM DR,"[TaxMap 47 Parcel 492],[TaxMap 47 Parcel 743]",R-SA-8,"(39.1341,-76.8347)",POINT (1359167.7567543536 534482.0173791908)
